Programa,SEXO,NEM,PAES,ICA,Q1_MDV1,Q1_MDV2,Q1_MDV3,Q1_MDV4,Q1_MDV5,Q1_D1,Q1_MDF1,Q1_MDF2,Q1_MDF3,Q1_MDF4,Q1_MDF5,Q2_MDS1,Q2_MDS2,Q2_MDS3,Q2_MDS4,Q2_MDS5,Q2_D1,Q2_MDG1,Q2_MDG2,Q2_MDG3,Q2_MDG4,Q2_MDG5,Q3_MDI1,Q3_MDI2,Q3_MDI3,Q3_MDI4,Q3_D1,Q3_MDE1,Q3_MDE2,Q3_MDE3,Q3_MDE4,Q4_S1,Q4_S2,Q4_S3,Q4_S4,Q4_S5,Q4_S6,Q4_S7,Q4_S8,Q5_BA1,Q5_BA2,Q5_BA3,Q5_BP1,Q5_BP2,Q5_BS1,Q5_BS2,Q5_BF1,Q5_BF2,Q5_I1,Q5_I2,Q6_A1,Q6_A2,Q6_A3,Q6_B1,Q6_B2,Q6_B3,Q7_A1,Q7_A2,Q7_A3,Q7_A4,Q7_A5,Q7_B1,Q8_EM1,Q8_EM2,Q8_EM3,Q8_EM4,Q9_E1,Q9_E2,Q9_E3
Administration,male,828,840,679,1,3,3,1,2,2,2,2,3,2,2,2,3,2,1,2,2,2,2,3,2,2,4,3,2,2,2,2,3,3,2,2,1,1,1,1,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,3,3,4,3,4,1,1,2,2,3,2,2,4,4,3,2,1,2
Engineering,male,837,819,570,4,4,3,4,3,4,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4
Engineering,male,814,642.7,464,1,2,1,2,2,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,2,1,1,1,2,3,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,3,3,3,1,2,1,1,2,2,1,2,2,2,1,2,2
Administration,male,771,812,3619,3,3,2,4,4,3,3,1,3,2,2,2,2,3,2,2,2,3,3,3,2,3,4,4,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,2,3,2,2,2,1,3,1,2,2,2,1,2,3,2,2,3,3,3,3,2,3,1,2,2,1,3,3,3
Administration,female,865,826,6496,2,2,2,2,1,1,1,1,2,2,2,2,2,3,3,1,1,1,1,2,1,2,3,2,2,2,3,1,1,2,2,2,1,2,3,1,2,1,2,1,2,2,3,2,3,3,2,2,2,2,2,2,3,3,3,1,2,2,2,3,2,3,2,1,3,3,1,1,1
Social Sciences,female,793,698.1,5264,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2
Engineering,male,893,898,630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Social Sciences,male,814,725,7073,3,3,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,2,2,1,1,2,4,1,3,2,1,3,2,3,1,2,1,2,1,3,2,3,3,1,2,2,1,1,1,1,2,1,1,2,3,2,1,1,2,1,2,1
Administration,female,823,792.55,6006,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,3,2,1,2,4,1,2,3,2,4,2,4,2,1,3,1,4,3,1,2,1,1,1,2,1,2,2,1,2,3,3,3,2,2,1,2,1,1,1,2,3,4,3,4,1,1,1
Engineering,male,694,677,1936,1,1,1,1,3,4,4,4,4,4,4,1,2,1,1,2,4,4,4,4,4,3,2,2,3,2,2,3,4,4,4,3,4,2,2,4,3,4,4,2,3,3,2,4,3,1,3,2,4,4,3,3,2,3,3,4,4,4,4,4,4,4,2,3,4,3,4,4,4
Engineering,female,907,847,650,3,1,2,1,4,4,1,1,4,2,1,3,2,3,2,4,4,1,1,3,1,1,1,2,2,1,1,1,2,1,3,3,3,4,4,3,1,4,4,4,2,3,4,4,3,4,2,2,2,3,3,2,2,1,1,1,4,4,4,4,4,4,1,4,1,1,4,4,4
Administration,male,779,827,6398,1,4,4,3,4,1,1,1,1,1,2,2,3,3,3,3,1,2,2,2,2,2,4,3,2,2,3,2,2,3,2,3,1,2,3,1,4,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,3,3,3,1,1,1,1,1,1,1,1,2,2,3,1,1,1
Engineering,male,856,772,600,2,1,4,2,1,1,3,3,2,2,3,2,2,4,2,2,2,2,3,3,2,2,2,2,2,1,3,3,2,3,2,2,1,2,2,1,3,1,2,1,2,2,1,2,4,2,2,2,2,3,2,3,2,2,1,2,1,1,2,2,2,3,2,1,1,3,1,1,1
Engineering,male,900,862,630,1,2,1,4,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,2,4,2,1,1,2,1,1,4,2,2,1,1,2,1,1,1,1,1,1,2,1,1,3,3,1,2,1,2,1,2,1,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,1
Administration,male,837,715,630,1,1,1,1,1,1,2,2,2,1,3,1,3,2,2,3,1,1,1,1,1,2,3,2,2,2,4,2,2,2,1,2,1,1,3,1,2,2,1,2,2,2,2,2,1,4,1,1,1,1,1,2,1,4,1,4,2,3,2,2,3,1,4,3,2,3,1,2,1
Social Sciences,male,685,771,698,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,3,3,3,2,2,3,3,3,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,4,1,2,3,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Administration,male,842,791,6037,2,3,4,2,2,1,3,3,4,1,2,2,2,4,2,2,1,2,2,4,2,3,4,2,3,2,3,2,2,3,2,1,1,2,1,1,2,2,1,2,3,2,2,3,2,3,3,2,3,2,4,4,4,3,2,2,1,2,2,2,2,2,4,4,4,4,1,1,4
Engineering,male,928,863,680,1,2,1,3,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,4,3,2,4,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,3,3,3,3,4,1,1,1
Engineering,female,900,910,4091,1,1,2,2,3,2,1,2,2,1,3,1,2,3,2,2,1,2,1,2,1,2,3,2,3,4,3,3,1,3,1,1,1,1,2,1,3,1,2,1,1,2,1,2,2,4,3,2,2,3,1,2,2,4,3,4,1,1,1,2,2,1,3,4,4,4,1,2,2
Engineering,female,851,811,690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2
Administration,female,956,788,6888,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,4,1,2,3,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,3,2,1,1,1,1,1,1,4,3,3,2,1,1,1
Administration,female,670,493.55,4763,2,4,3,3,2,1,2,2,3,2,3,2,3,3,2,2,1,1,3,4,2,3,3,2,2,3,4,1,2,3,3,2,1,2,2,1,2,2,1,1,2,3,2,2,3,3,2,2,2,1,2,3,2,2,2,2,2,4,3,3,2,2,3,3,3,3,3,2,2
Administration,male,757,766,630,1,2,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,3,2,4,3,3,1,1,2,3,2,3,2,2,3,4,2,2,1
Engineering,male,851,884.2,710,1,1,2,3,3,4,2,1,1,1,1,1,1,2,3,2,4,2,1,1,1,1,1,1,1,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,1,2,1,1,1,4,4,4,1,1,1,1,1,4,3,3,3,3,1,1,1
Administration,male,757,703,5155,2,2,3,2,3,1,2,3,3,4,4,2,2,2,2,3,1,3,3,3,3,3,2,1,1,2,2,2,2,2,3,1,2,2,2,1,2,2,3,3,3,2,3,2,1,2,2,2,3,2,4,4,3,2,1,3,4,4,3,4,4,2,2,1,2,2,3,2,3
Engineering,male,828,809,590,1,3,2,2,3,1,3,1,1,1,2,1,3,2,2,3,1,3,1,1,1,2,2,1,1,1,3,1,1,3,3,1,1,1,3,1,1,1,1,2,2,1,3,1,2,3,2,1,1,1,1,1,2,3,3,3,1,1,1,1,1,4,2,1,3,3,1,1,1
Social Sciences,female,842,823.4,6422,1,2,3,4,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,4,1,2,1,3,1,1,2,2,1,1,1,2,1,1,1,2,1,1,3,2,1,2,2,2,2,3,2,2,3,3,3,2,2,1,1,1,1,1,3,1,1,1,3,1,1,1
Engineering,male,979,903,740,1,1,1,3,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,2,2,1,3,3,3,2,1,4,1,4,3,2,2,1,1,1,1,1,1,2,2
Administration,male,857,728,5351,2,3,2,1,2,1,1,2,2,3,3,2,3,2,1,2,1,1,2,2,3,3,1,3,1,3,4,4,2,2,2,1,3,2,2,1,3,3,1,1,1,1,1,1,2,4,2,3,3,3,2,3,3,1,1,1,3,2,2,3,3,1,3,1,3,3,1,2,1
Engineering,male,951,811,670,1,3,3,3,2,1,1,2,1,2,2,1,3,3,3,2,1,2,2,2,2,2,4,2,2,2,4,1,3,4,3,1,1,1,3,1,1,1,1,2,1,2,2,1,1,4,2,2,2,3,2,3,3,4,2,4,2,3,2,3,2,2,2,1,3,3,1,1,1
Administration,male,742,807,5057,3,2,1,1,2,1,4,3,3,4,3,3,3,1,1,2,1,3,3,3,4,4,2,2,1,2,4,1,2,2,2,1,1,1,3,2,1,1,3,2,1,1,2,3,3,3,2,2,3,1,2,2,2,3,1,1,2,1,3,1,2,2,2,1,2,1,3,3,1
Engineering,male,765,721,5645,1,1,2,1,2,3,1,2,1,3,2,2,1,3,4,2,1,3,2,3,4,1,2,3,1,3,4,2,1,3,2,2,3,1,4,3,2,1,1,3,2,1,3,2,4,1,3,2,1,2,1,3,2,4,1,2,1,2,3,2,2,1,1,2,1,3,4,2,1
Administration,male,663,556.35,3913,3,3,2,3,2,3,2,3,4,2,3,3,3,2,3,2,3,4,3,4,3,3,1,2,2,3,2,2,3,2,1,1,2,3,2,2,2,3,2,2,2,2,3,2,1,2,2,2,1,3,3,1,3,2,2,3,3,2,2,2,1,2,2,2,1,2,3,2,2
Administration,male,907,761,6594,1,2,2,3,2,2,2,2,3,3,3,1,3,2,2,2,2,2,2,3,3,3,4,2,2,2,2,2,2,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,4,2,2,1,3,2,2,2,3,2,3,3,3,1,2,2
Social Sciences,female,907,743,6302,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,4,4,3,2,3,3,1,1,2,2,2,1,3,4,1,4,2,2,2,2,2,2,3,1,4,2,2,4,4,4,4,4,2,1,2,1,1,1,1,1,1,3,2,4,3,1,2,2
Administration,male,808,819,6104,2,3,3,1,1,3,1,2,2,3,2,2,2,3,3,2,2,1,1,2,3,2,3,2,2,2,3,1,2,4,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,3,1,1,2,2,2,3,3,4,3,4,3,2,3,3,2,3,3,2,4,3,2,2,3
Social Sciences,male,842,842,5771,3,4,4,1,1,3,4,4,4,4,3,3,1,3,3,1,1,4,4,4,4,2,1,2,3,3,4,4,2,3,2,1,1,1,4,1,4,1,1,1,2,1,4,1,2,2,1,3,3,2,1,1,2,2,3,4,1,1,1,1,1,1,1,3,4,2,1,1,1
Engineering,male,928,858,700,3,4,3,3,3,3,1,1,3,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,1,2,3,1,2,1,3,1,1,1,1,1,2,2,1,2,1,2,1,1,1,4,4,4,2,2,2,1,3,2,4,3,3,3,2,2,2
Engineering,male,727,760,4864,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,1,1,1,3,1,1,3,3,1,1,1,2,1,2,1,2,3,1,2,1,1,2,2,1,1,1,1,2,2,2,4,4,3,1,1,3,3,1,3,4,4,1,3,1,1,1
Social Sciences,male,851,731.35,6236,2,2,4,2,2,1,1,2,2,2,2,2,2,3,2,2,1,2,1,2,1,2,3,2,1,2,3,1,1,2,1,1,1,2,3,1,2,1,2,1,1,1,2,1,2,3,2,2,1,4,1,2,2,3,3,2,2,1,3,2,2,2,2,2,1,2,2,2,2
Engineering,male,851,847,650,3,2,4,4,3,2,2,2,4,2,3,2,4,2,1,3,4,2,1,4,4,2,2,4,2,1,3,4,4,2,4,4,3,2,2,3,4,3,3,3,2,3,3,2,4,4,3,2,2,3,3,1,3,4,2,3,2,2,3,4,4,4,1,3,2,3,1,4,2
Administration,male,779,704,522,2,3,2,3,3,4,2,4,3,3,2,3,2,3,3,1,4,2,2,4,3,2,3,2,2,3,3,3,1,4,3,4,2,3,3,2,3,3,2,3,2,3,4,1,3,2,4,1,3,2,2,4,2,4,1,3,3,2,4,1,4,2,4,4,1,2,2,3,2
Engineering,male,757,787,680,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Administration,male,856,760,6594,2,2,3,2,3,1,2,1,1,2,2,2,2,3,2,2,1,2,1,1,2,2,3,3,1,3,3,1,2,2,2,1,1,2,3,1,3,1,2,1,1,1,1,1,2,3,2,2,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3
Social Sciences,Other,886,755,6904,3,3,2,2,1,2,1,1,2,1,2,2,2,3,3,1,2,1,1,2,2,1,2,2,2,3,3,2,2,3,3,2,1,2,3,1,2,3,2,2,1,1,1,1,1,1,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2
Engineering,female,851,798,5045,2,1,3,2,2,4,4,4,4,3,3,2,2,3,2,3,4,4,4,4,3,3,1,4,3,4,1,4,3,2,3,3,4,4,1,4,3,4,2,3,3,3,4,3,2,1,3,3,2,3,3,2,2,1,3,1,2,1,3,2,1,2,2,3,1,1,3,2,3
Administration,male,828,823,6104,2,3,2,2,2,1,2,1,1,3,1,2,3,2,3,2,1,1,1,1,3,1,3,2,1,2,1,1,1,3,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,3,2,3,2,3,1,1,3,1,2,3,3,2,3,3,3
Administration,male,914,817,679,2,3,2,1,1,1,3,2,2,2,2,2,2,2,1,1,1,3,2,2,3,2,1,4,1,3,3,3,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,4,3,2,1,1,2,2,2,4,2,3,2,3,2,2,3,1,3,3,1,3,2,2,2
Engineering,male,937,900,670,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,3,1,3,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,2,4,2,4,1,1,1,1,1,3,2,2,3,3,1,1,1
Engineering,male,907,837,620,1,3,2,2,2,1,1,1,1,1,2,1,3,2,2,2,1,1,2,1,1,2,4,3,2,3,2,1,1,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,3,1,2,3,3,2,2,3,3,3,4,1,1,1
Administration,male,699,624.2,4109,1,3,4,3,2,1,2,3,2,2,2,2,3,4,4,2,1,2,3,2,2,2,2,2,1,1,2,3,2,3,3,1,1,3,1,1,3,2,1,4,2,2,1,2,2,3,2,2,4,2,3,4,4,3,2,4,1,1,1,2,2,3,2,2,4,4,1,1,1
Engineering,male,765,753,0,1,4,2,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,4,4,4,4,4,1,4,1,4,4,4,2,1
Engineering,male,907,920,690,1,2,3,2,2,1,3,4,2,4,2,2,3,1,3,2,1,3,4,3,3,2,2,3,4,3,3,4,2,3,1,1,1,2,2,1,3,1,1,2,2,3,2,4,2,4,3,2,3,2,3,2,3,2,3,3,2,2,3,2,2,2,3,2,3,3,2,2,1
Engineering,male,893,901,810,1,2,2,2,1,3,2,1,1,1,1,1,2,2,2,1,3,1,1,1,1,1,3,2,2,1,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,3,1,1,1,4,4,4,1,1,1,1,2,3,1,4,4,4,1,1,1
Engineering,male,751,675.6,670,3,3,3,2,4,3,3,4,2,3,2,4,2,3,2,2,1,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,4,3,2,3,2,3,2,3,2,4,2,3,3,3,2,2,3,4,2,3,2,3,3,2,2,2,3,2,3,2,2,3,2,2,3,2,3
Administration,male,694,788,720,2,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,1,1,1,1,2,1,4,4,4,1,1,1,1,3,2,1,1,1,3,1,1,1
Engineering,male,900,883,4645,1,2,3,1,1,1,1,1,1,4,3,2,2,2,3,2,2,2,3,1,3,3,3,1,1,1,4,2,2,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,3,4,1,1,1,1,1,3,3,4,2,4,1,4,2,4,4,4,2,1,4,3,1,1,1
Engineering,male,671,769,2436,1,1,3,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,2,3,3,3,1,1,1,2,1,2,1,2,3,3,1,1,1
Administration,male,851,788,6398,1,1,3,1,1,1,1,1,1,3,1,1,1,4,2,2,1,2,1,2,4,1,2,4,3,4,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,3,2,3,3,2,2,2,1,4,3,3,4,4,2,4,4,4,4,4,4,4
Engineering,male,886,812,610,3,3,2,3,4,2,1,4,1,2,2,3,3,2,3,3,2,1,1,1,1,2,4,2,1,1,3,3,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,2,4,4,1,1,1,1,1,1,1,4,2,1,4,1,1,1
Engineering,female,914,858,690,3,3,2,2,3,1,1,1,1,2,1,3,3,2,2,3,1,1,1,1,2,1,2,2,1,2,4,3,3,3,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,3,1,2,1,4,3,3,3,4,3,3,3,1,4,4,4,4,3,2,1
Administration,female,970,834,728,3,4,3,3,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,3,2,2,1,2,3,1,3,1,2,2,2,1,1,3,1,2,2,1,1,1,1,1,2,3,4,3,1,3,3,1,3,1,4,3,4,4,1,1,1
Engineering,female,965,802,2636,1,3,4,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,4,1,1,2,1,3,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,1,1,3,1,1,1,2,3,1,3,1,1,1
Engineering,female,842,840,640,2,2,3,3,2,2,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,1,3,1,1,1,4,3,2,4,4,1,1,1,2,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1
Administration,male,865,652.3,0,1,2,3,1,2,1,2,4,2,3,2,1,2,4,1,2,1,3,3,2,3,2,4,2,2,3,4,1,2,3,1,4,1,1,2,1,2,1,2,4,3,2,1,2,2,3,1,1,3,1,4,4,4,3,2,1,3,4,4,3,2,1,3,1,1,4,4,2,4
Engineering,male,837,817,3391,1,1,1,2,1,1,1,2,1,1,3,2,1,2,1,2,2,2,1,2,1,3,1,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,1,3,4,1,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,male,799,804,4959,2,3,3,2,2,2,3,3,2,3,3,2,3,2,2,2,2,3,3,2,2,3,1,3,2,3,3,2,2,2,1,2,1,1,2,1,3,1,3,4,2,2,2,2,2,3,2,3,3,1,3,3,3,3,2,2,2,3,2,3,3,2,1,2,2,3,3,3,3
Engineering,male,856,839,4845,1,2,3,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,4,3,2,3,1,1,1,4,3,1,1,1,1,2,3,3,2,2,2,4,1,2,3,3,3,3,2,1,2,3,1,1,2,1,1,2,3,2,2,3,1,1,2
Engineering,male,771,749,592,3,4,2,3,3,1,1,1,1,3,1,3,3,2,2,3,1,1,1,1,1,1,3,1,1,1,3,1,3,4,4,2,1,1,1,1,3,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,4,4,1,3,3,2,3,4,3,2,4,4,4,3,3,2
Administration,male,851,810,7182,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,3,1,1,1
Administration,male,886,803,6006,4,4,4,4,4,4,4,3,4,2,3,3,4,2,4,2,3,2,4,2,1,2,4,2,3,2,4,3,3,2,4,4,3,4,4,4,3,4,4,4,4,2,4,2,3,2,4,2,2,4,4,2,3,1,1,1,1,1,1,1,2,1,2,3,2,3,2,1,2
Engineering,male,870,783,4091,2,2,2,1,2,1,3,2,2,2,3,1,1,2,1,1,1,2,1,2,2,3,4,3,2,2,4,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,4,4,2,2,3,1,2,3,2,2,1,4,1,2,1,1,3,3,3,3,4,4,1,1,1
Engineering,male,907,832,600,3,2,3,2,1,1,2,2,1,2,1,3,2,3,3,2,1,2,1,2,2,1,4,2,2,3,2,1,1,2,1,2,1,2,3,1,4,1,3,1,2,3,1,1,2,4,1,1,1,1,1,2,2,3,2,3,3,2,2,3,2,2,2,1,1,2,1,1,1
Administration,male,865,865,6594,4,2,2,3,4,4,3,4,4,4,4,4,1,1,2,4,4,2,4,4,2,4,2,4,4,4,3,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3,1,2,4,3,1,1,2,1,1,2,2,1,1,3,1,2,3
Engineering,male,928,819,650,2,2,1,1,2,2,3,2,3,2,3,1,2,2,2,2,1,1,1,4,1,3,2,2,1,2,4,2,1,3,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,3,1,2,4,2,4,3,3,1,1,1
Engineering,male,828,696.4,610,2,2,3,1,3,1,2,1,4,1,2,1,2,3,1,3,1,2,4,3,1,2,2,4,3,2,3,2,4,1,2,4,2,3,2,1,2,3,2,4,3,2,1,2,3,2,1,4,2,1,1,2,3,4,2,1,2,1,3,2,3,1,2,1,3,2,3,2,1
Engineering,male,870,834,710,1,3,2,1,1,1,2,2,3,1,3,1,3,2,1,1,1,3,2,1,1,2,1,1,2,1,4,1,3,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4,1,1,3,2,2,2,4,2,4,1,1,1,1,1,3,1,4,3,4,4,1,1,1
Administration,male,664,718,650,1,1,2,1,1,1,3,1,2,1,1,2,2,1,2,1,2,3,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2
Engineering,male,900,865,710,2,4,3,4,2,1,1,2,2,1,1,3,4,4,4,2,1,2,1,2,1,1,1,3,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,2,4,1,2,4,3,3,4,1,2,2,1,1,1,4,4,4,4,1,2,1
Administration,male,765,843,5155,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3
Engineering,male,842,653,2536,2,3,3,2,3,1,3,2,3,2,3,3,4,3,2,3,1,2,2,1,1,3,4,2,2,2,4,2,2,1,2,2,1,3,3,2,3,1,1,1,1,1,1,1,3,4,2,2,1,3,2,2,2,1,1,1,1,3,1,1,4,2,3,4,3,2,1,1,1
Administration,female,985,956,7868,1,3,3,2,2,1,2,3,2,2,2,1,3,3,2,2,2,2,2,2,2,2,4,3,1,3,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,3,3,4,1,3,3,2,2,3,3,2,4,4,1,1,1
Administration,female,922,798,6398,1,1,3,1,1,1,3,2,4,3,4,1,1,3,1,1,1,3,3,4,3,4,4,3,2,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,3,4,3,1,1,1,2,1,3,3,4,2,2,1,2,4,2,1,1
Administration,male,851,818,6202,1,4,4,3,1,1,3,2,1,4,2,1,4,4,3,1,1,3,2,1,4,2,4,4,4,4,4,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,2,1,1,4,1,4,4,4,1,1,1,1,1,1,4,4,2,1,1,4,4,4,4,4
Administration,male,823,621,630,2,3,4,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,4,3,2,3,1,2,2,2,1,3,1,3,4,2,4,4,4,4,3,4,3,4,4,4,3,3,3,3,3,4,3,2,1,1,1,3,1,4,2,3,2,2,4,4,1,1,1
Engineering,male,937,761,710,4,4,4,4,4,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,2,3,2,3,4,3,1,3,1,4,2,4,4,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,3,4,4,4,3,2,2,1,3,4,2,3,3,4,4,4,1,4,1
Administration,female,914,847,6594,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,3,2,1,1,1,1,2,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,1,1,1
Engineering,male,922,881,730,2,1,3,2,4,3,4,3,2,3,1,2,3,3,3,3,3,3,1,2,3,1,3,4,4,4,2,2,1,1,1,1,4,3,4,4,4,2,2,4,4,4,3,3,3,1,2,2,1,3,2,2,3,2,3,2,2,2,1,3,1,4,3,4,2,1,2,2,3
